"Canton ID",Canton,"SFO Commune ID",Commune,Canton,Commune,"Church, Protestant","Church, Roman Catholic","Church, Christian Catholic",Canton,Commune,"Church, Protestant","Church, Roman Catholic","Church, Christian Catholic",Canton,Commune,Church,Canton,Commune,Church
2,BE,989,Thörigen,297.5,175,17,19,27.6,297.5,175,17,19,27.6,262,175,17.299999999999997,262,175,17.299999999999997
2,BE,884,Toffen,297.5,160,18.4,19,27.6,297.5,160,18.4,19,27.6,262,160,18.5,262,160,18.5
2,BE,958,Trachselwald,297.5,188,23,19,27.6,297.5,188,23,19,27.6,262,188,22.8,262,188,22.8
2,BE,446,Tramelan,297.5,194,25,25,30.599999999999998,297.5,194,25,25,30.599999999999998,262,194,25.009999999999998,262,194,25.009999999999998
2,BE,500,Treiten,297.5,140,18,20,28.000000000000004,297.5,140,18,20,28.000000000000004,262,140,18.43,262,140,18.43
2,BE,908,Trub,297.5,184,23,27,27.6,297.5,184,23,27,27.6,262,184,23.150000000000002,262,184,23.150000000000002
2,BE,909,Trubschachen,297.5,199,18.4,27,27.6,297.5,199,18.4,27,27.6,262,199,19.33,262,199,19.33
2,BE,501,Tschugg,297.5,159,20.7,20,28.000000000000004,297.5,159,20.7,20,28.000000000000004,262,159,20.560000000000002,262,159,20.560000000000002
2,BE,756,Twann-Tüscherz,297.5,165,16.830000000000002,23,28.000000000000004,297.5,165,16.830000000000002,23,28.000000000000004,262,165,18.35,262,165,18.35
2,BE,751,Täuffelen,297.5,159,16.1,20,28.000000000000004,297.5,159,16.1,20,28.000000000000004,262,159,16.88,262,159,16.88
2,BE,943,Uebeschi,297.5,190,20,19.5,23,297.5,190,20,19.5,23,262,190,19.98,262,190,19.98
2,BE,944,Uetendorf,297.5,148,20,19.5,23,297.5,148,20,19.5,23,262,148,19.939999999999998,262,148,19.939999999999998
2,BE,945,Unterlangenegg,297.5,185,25.3,19.5,23,297.5,185,25.3,19.5,23,262,185,24.95,262,185,24.95
2,BE,593,Unterseen,297.5,170,18.4,20.7,23,297.5,170,18.4,20.7,23,262,170,18.94,262,170,18.94
2,BE,344,Ursenbach,297.5,175,23,19,27.6,297.5,175,23,19,27.6,262,175,22.650000000000002,262,175,22.650000000000002
2,BE,551,Urtenen-Schönbühl,297.5,150,21.8,19,27.6,297.5,150,21.8,19,27.6,262,150,21.029999999999998,262,150,21.029999999999998
2,BE,885,Uttigen,297.5,163,18.5,19.5,23,297.5,163,18.5,19.5,23,262,163,18.62,262,163,18.62
2,BE,552,Utzenstorf,297.5,172,19,19,27.6,297.5,172,19,19,27.6,262,172,19.03,262,172,19.03
2,BE,717,Valbirse,297.5,200,23,23,30.599999999999998,297.5,200,23,23,30.599999999999998,262,200,23.01,262,200,23.01
2,BE,359,Vechigen,297.5,154,19.7,19,27.6,297.5,154,19.7,19,27.6,262,154,19.6,262,154,19.6
2,BE,448,Villeret,297.5,179,21.85,19.7,30.599999999999998,297.5,179,21.85,19.7,30.599999999999998,262,179,21.099999999999998,262,179,21.099999999999998
2,BE,502,Vinelz,297.5,169,18.4,20,28.000000000000004,297.5,169,18.4,20,28.000000000000004,262,169,18.68,262,169,18.68
2,BE,946,Wachseldorn,297.5,184,25.3,19.5,23,297.5,184,25.3,19.5,23,262,184,25.19,262,184,25.19
2,BE,888,"Wald (BE)",297.5,159,27.500000000000004,19,27.6,297.5,159,27.500000000000004,19,27.6,262,159,26.52,262,159,26.52
2,BE,626,Walkringen,297.5,187,27.6,19,27.6,297.5,187,27.6,19,27.6,262,187,26.91,262,187,26.91
2,BE,990,"Walliswil bei Niederbipp",297.5,90,18.4,19,27.6,297.5,90,18.4,19,27.6,262,90,18.57,262,90,18.57
2,BE,991,"Walliswil bei Wangen",297.5,150,19.55,19,27.6,297.5,150,19.55,19,27.6,262,150,19.49,262,150,19.49
2,BE,754,Walperswil,297.5,165,18.360000000000003,20,28.000000000000004,297.5,165,18.360000000000003,20,28.000000000000004,262,165,18.65,262,165,18.65
2,BE,959,"Walterswil (BE)",297.5,186,23,19,27.6,297.5,186,23,19,27.6,262,186,22.770000000000003,262,186,22.770000000000003
2,BE,992,"Wangen an der Aare",297.5,163,19.55,19,27.6,297.5,163,19.55,19,27.6,262,163,19.470000000000002,262,163,19.470000000000002
2,BE,886,Wattenwil,297.5,194,22.8,19.5,23,297.5,194,22.8,19.5,23,262,194,22.54,262,194,22.54
2,BE,394,Wengi,297.5,185,19.55,20,28.000000000000004,297.5,185,19.55,20,28.000000000000004,262,185,19.61,262,185,19.61
2,BE,632,Wichtrach,297.5,164,18.4,18,23,297.5,164,18.4,18,23,262,164,18.35,262,164,18.35
2,BE,995,Wiedlisbach,297.5,182,20.7,19,27.6,297.5,182,20.7,19,27.6,262,182,20.28,262,182,20.28
2,BE,553,Wiggiswil,297.5,140,19.55,19,27.6,297.5,140,19.55,19,27.6,262,140,19.509999999999998,262,140,19.509999999999998
2,BE,594,Wilderswil,297.5,169,18.4,20.7,23,297.5,169,18.4,20.7,23,262,169,18.86,262,169,18.86
2,BE,554,"Wiler bei Utzenstorf",297.5,170,19,19,27.6,297.5,170,19,19,27.6,262,170,19.02,262,170,19.02
2,BE,671,Wileroltigen,297.5,160,21.85,19,27.6,297.5,160,21.85,19,27.6,262,160,21.55,262,160,21.55
2,BE,423,Willadingen,297.5,159,22,19,27.6,297.5,159,22,19,27.6,262,159,21.77,262,159,21.77
2,BE,769,Wimmis,297.5,157,23,23,23,297.5,157,23,23,23,262,157,23,262,157,23
2,BE,360,"Wohlen bei Bern",297.5,154,19.55,19,27.6,297.5,154,19.55,19,27.6,262,154,19.45,262,154,19.45
2,BE,627,Worb,297.5,170,23,19,27.6,297.5,170,23,19,27.6,262,170,22.14,262,170,22.14
2,BE,755,Worben,297.5,170,20,20,28.000000000000004,297.5,170,20,20,28.000000000000004,262,170,20.02,262,170,20.02
2,BE,345,Wynau,297.5,180,20,19,27.6,297.5,180,20,19,27.6,262,180,19.71,262,180,19.71
2,BE,424,Wynigen,297.5,175,20.7,20.7,27.6,297.5,175,20.7,20.7,27.6,262,175,20.71,262,175,20.71
2,BE,960,Wyssachen,297.5,190,23,19,27.6,297.5,190,23,19,27.6,262,190,22.59,262,190,22.59
2,BE,556,Zielebach,297.5,150,19,19,27.6,297.5,150,19,19,27.6,262,150,19,262,150,19
2,BE,361,Zollikofen,297.5,140,18.5,19,27.6,297.5,140,18.5,19,27.6,262,140,18.709999999999997,262,140,18.709999999999997
2,BE,557,"Zuzwil (BE)",297.5,164,21.8,19,27.6,297.5,164,21.8,19,27.6,262,164,21.48,262,164,21.48
2,BE,794,Zweisimmen,297.5,180,19.5,13.77,23,297.5,180,19.5,13.77,23,262,180,18.73,262,180,18.73
2,BE,628,Zäziwil,297.5,189,20.7,19,27.6,297.5,189,20.7,19,27.6,262,189,20.54,262,189,20.54
3,LU,1051,Adligenswil,155,195,25,22,31,155,195,25,22,31,155,217.6830999999999,0,155,217.6830999999999,0
3,LU,1021,"Aesch (LU)",155,180,22,35,31,155,180,22,35,31,155,212.72500000000002,0,155,212.72500000000002,0
3,LU,1121,Alberswil,155,204.99999999999997,35,28.999999999999996,31,155,204.99999999999997,35,28.999999999999996,31,155,234.7812,0,155,234.7812,0
3,LU,1122,Altbüron,155,240,23,41,31,155,240,23,41,31,155,277.35280000000006,0,155,277.35280000000006,0
3,LU,1123,Altishofen,155,185,23,28.000000000000004,31,155,185,23,28.000000000000004,31,155,212.5637999999999,0,155,212.5637999999999,0
3,LU,1023,Ballwil,155,150,22,25,31,155,150,22,25,31,155,174.74349999999998,0,155,174.74349999999998,0
3,LU,1081,Beromünster,155,185,25,30,31,155,185,25,30,31,155,214.48020000000008,0,155,214.48020000000008,0
3,LU,1052,Buchrain,155,195,25,25.650000000000002,31,155,195,25,25.650000000000002,31,155,220.557525,0,155,220.557525,0
3,LU,1083,Buttisholz,155,190,25,28.000000000000004,31,155,190,25,28.000000000000004,31,155,217.7446999999999,0,155,217.7446999999999,0
3,LU,1082,Büron,155,190,25,35,31,155,190,25,35,31,155,223.81159999999994,0,155,223.81159999999994,0
3,LU,1125,Dagmersellen,155,170,23,28.999999999999996,31,155,170,23,28.999999999999996,31,155,198.40700000000004,0,155,198.40700000000004,0
3,LU,1053,Dierikon,155,185,25,21,31,155,185,25,21,31,155,206.73080000000004,0,155,206.73080000000004,0
3,LU,1001,Doppleschwand,155,229.99999999999997,30,40,31,155,229.99999999999997,30,40,31,155,269.67300000000006,0,155,269.67300000000006,0
3,LU,1054,Ebikon,155,204.99999999999997,25,25,31,155,204.99999999999997,25,25,31,155,230.02339999999992,0,155,230.02339999999992,0
3,LU,1127,Egolzwil,155,200,25,28.999999999999996,31,155,200,25,28.999999999999996,31,155,228.56859999999995,0,155,228.56859999999995,0
3,LU,1084,Eich,155,120,25,21,31,155,120,25,21,31,155,141.52939999999995,0,155,141.52939999999995,0
3,LU,1024,Emmen,155,215,25,28.499999999999996,31,155,215,25,28.499999999999996,31,155,243.04640000000006,0,155,243.04640000000006,0
3,LU,1002,Entlebuch,155,210,30,40,31,155,210,30,40,31,155,249.289,0,155,249.289,0
3,LU,1025,Ermensee,155,195,22,28.000000000000004,31,155,195,22,28.000000000000004,31,155,222.39820000000003,0,155,222.39820000000003,0
3,LU,1026,"Eschenbach (LU)",155,140,22,25,31,155,140,22,25,31,155,164.73720000000003,0,155,164.73720000000003,0
3,LU,1010,Escholzmatt-Marbach,155,200,40,40,31,155,200,40,40,31,155,239.9973000000001,0,155,239.9973000000001,0
3,LU,1128,Ettiswil,155,215,35,28.999999999999996,31,155,215,35,28.999999999999996,31,155,244.4980000000001,0,155,244.4980000000001,0
3,LU,1129,Fischbach,155,220.00000000000003,35,41,31,155,220.00000000000003,35,41,31,155,259.7442,0,155,259.7442,0
3,LU,1004,Flühli,155,220.00000000000003,40,40,31,155,220.00000000000003,40,40,31,155,259.99370000000005,0,155,259.99370000000005,0
3,LU,1085,Geuensee,155,204.99999999999997,25,33,31,155,204.99999999999997,25,33,31,155,236.93439999999998,0,155,236.93439999999998,0
3,LU,1055,Gisikon,155,160,25,21,31,155,160,25,21,31,155,181.7744,0,155,181.7744,0
3,LU,1056,Greppen,155,185,25,35,31,155,185,25,35,31,155,217.892,0,155,217.892,0
3,LU,1131,Grossdietwil,155,229.99999999999997,23,41,31,155,229.99999999999997,23,41,31,155,268.19559999999996,0,155,268.19559999999996,0
3,LU,1086,Grosswangen,155,185,35,32.5,31,155,185,35,32.5,31,155,217.6753500000001,0,155,217.6753500000001,0
3,LU,1005,"Hasle (LU)",155,229.99999999999997,40,42,31,155,229.99999999999997,40,42,31,155,271.88559999999995,0,155,271.88559999999995,0
3,LU,1132,"Hergiswil bei Willisau",155,200,35,45,31,155,200,35,45,31,155,244.22459999999995,0,155,244.22459999999995,0
3,LU,1088,Hildisrieden,155,150,22,27,31,155,150,22,27,31,155,176.277,0,155,176.277,0
3,LU,1030,Hitzkirch,155,180,22,28.000000000000004,31,155,180,22,28.000000000000004,31,155,207.16329999999994,0,155,207.16329999999994,0
3,LU,1031,Hochdorf,155,190,22,26,31,155,190,22,26,31,155,215.54250000000002,0,155,215.54250000000002,0
3,LU,1032,Hohenrain,155,210,22,45,31,155,210,22,45,31,155,252.62800000000004,0,155,252.62800000000004,0
3,LU,1058,Horw,155,145,25,25,31,155,145,25,25,31,155,170.00660000000005,0,155,170.00660000000005,0
3,LU,1033,Inwil,155,170,22,24,31,155,170,22,24,31,155,193.80909999999994,0,155,193.80909999999994,0
3,LU,1089,Knutwil,155,225,25,33,31,155,225,25,33,31,155,256.9714,0,155,256.9714,0
3,LU,1059,Kriens,155,190,25,25,31,155,190,25,25,31,155,215.02280000000007,0,155,215.02280000000007,0
3,LU,1135,Luthern,155,240,35,45,31,155,240,35,45,31,155,283.94340000000005,0,155,283.94340000000005,0
3,LU,1061,Luzern,155,155,25,25,31,155,155,25,25,31,155,180.02520000000004,0,155,180.02520000000004,0
3,LU,1062,Malters,155,195,25,30,31,155,195,25,30,31,155,224.4568,0,155,224.4568,0
3,LU,1091,Mauensee,155,190,25,25,31,155,190,25,25,31,155,215.01800000000003,0,155,215.01800000000003,0
3,LU,1063,Meggen,155,90,25,18.05,31,155,90,25,18.05,31,155,109.70968499999998,0,155,109.70968499999998,0
3,LU,1064,Meierskappel,155,195,25,35,31,155,195,25,35,31,155,227.817,0,155,227.817,0
3,LU,1136,Menznau,155,195,30,35,31,155,195,30,35,31,155,229.5084999999999,0,155,229.5084999999999,0
3,LU,1137,Nebikon,155,180,23,28.000000000000004,31,155,180,23,28.000000000000004,31,155,207.58349999999996,0,155,207.58349999999996,0
3,LU,1093,Neuenkirch,155,185,25,28.000000000000004,31,155,185,25,28.000000000000004,31,155,212.61479999999995,0,155,212.61479999999995,0
3,LU,1094,Nottwil,155,185,25,27.500000000000004,31,155,185,25,27.500000000000004,31,155,212.1618499999999,0,155,212.1618499999999,0
3,LU,1095,Oberkirch,155,155,25,21,31,155,155,25,21,31,155,176.53279999999995,0,155,176.53279999999995,0
3,LU,1139,Pfaffnau,155,220.00000000000003,26.5,40,31,155,220.00000000000003,26.5,40,31,155,256.72715,0,155,256.72715,0
3,LU,1037,Rain,155,160,22,28.000000000000004,31,155,160,22,28.000000000000004,31,155,187.4345,0,155,187.4345,0
3,LU,1140,Reiden,155,220.00000000000003,26.5,32,31,155,220.00000000000003,26.5,32,31,155,250.8693,0,155,250.8693,0
3,LU,1097,"Rickenbach (LU)",155,150,25,30,31,155,150,25,30,31,155,179.20520000000005,0,155,179.20520000000005,0
3,LU,1142,Roggliswil,155,210,26.5,40,31,155,210,26.5,40,31,155,248.0731,0,155,248.0731,0
3,LU,1007,Romoos,155,220.00000000000003,30,45,31,155,220.00000000000003,30,45,31,155,264.1705,0,155,264.1705,0
3,LU,1065,Root,155,150,25,21,31,155,150,25,21,31,155,171.5202,0,155,171.5202,0
3,LU,1040,Rothenburg,155,165,25,25,31,155,165,25,25,31,155,190.0048,0,155,190.0048,0
3,LU,1098,Ruswil,155,200,30,32,31,155,200,30,32,31,155,231.86670000000004,0,155,231.86670000000004,0
3,LU,1039,Römerswil,155,204.99999999999997,22,45,31,155,204.99999999999997,22,45,31,155,247.93,0,155,247.93,0
3,LU,1099,Schenkon,155,110.00000000000001,25,25,31,155,110.00000000000001,25,25,31,155,135.0054,0,155,135.0054,0
3,LU,1100,Schlierbach,155,165,25,35,31,155,165,25,35,31,155,198.96299999999997,0,155,198.96299999999997,0
3,LU,1041,Schongau,155,210,22,42,31,155,210,22,42,31,155,248.36240000000004,0,155,248.36240000000004,0
3,LU,1066,Schwarzenberg,155,210,25,35,31,155,210,25,35,31,155,244.08299999999997,0,155,244.08299999999997,0
3,LU,1143,Schötz,155,210,23,28.000000000000004,31,155,210,23,28.000000000000004,31,155,237.53640000000001,0,155,237.53640000000001,0
3,LU,1008,Schüpfheim,155,220.00000000000003,40,35,31,155,220.00000000000003,40,35,31,155,255.37960000000015,0,155,255.37960000000015,0
3,LU,1102,Sempach,155,170,25,23,31,155,170,25,23,31,155,193.2856,0,155,193.2856,0
3,LU,1103,Sursee,155,185,25,25,31,155,185,25,25,31,155,210.0180000000001,0,155,210.0180000000001,0
3,LU,1104,Triengen,155,190,25,25.5,31,155,190,25,25.5,31,155,215.44304999999997,0,155,215.44304999999997,0
3,LU,1067,Udligenswil,155,180,25,30,31,155,180,25,30,31,155,209.02220000000005,0,155,209.02220000000005,0
3,LU,1145,Ufhusen,155,220.00000000000003,35,45,31,155,220.00000000000003,35,45,31,155,262.21500000000003,0,155,262.21500000000003,0
3,LU,1068,Vitznau,155,140,25,25,31,155,140,25,25,31,155,165.01439999999997,0,155,165.01439999999997,0
3,LU,1146,Wauwil,155,204.99999999999997,25,28.999999999999996,31,155,204.99999999999997,25,28.999999999999996,31,155,233.6221999999999,0,155,233.6221999999999,0
3,LU,1069,Weggis,155,135,25,22,31,155,135,25,22,31,155,157.62040000000002,0,155,157.62040000000002,0
3,LU,1009,Werthenstein,155,215,30,35,31,155,215,30,35,31,155,249.56779999999998,0,155,249.56779999999998,0
3,LU,1147,Wikon,155,229.99999999999997,26.5,32,31,155,229.99999999999997,26.5,32,31,155,259.83410000000003,0,155,259.83410000000003,0
3,LU,1151,Willisau,155,210,35,33,31,155,210,35,33,31,155,243.192,0,155,243.192,0
3,LU,1107,Wolhusen,155,229.99999999999997,30,35,31,155,229.99999999999997,30,35,31,155,264.4641,0,155,264.4641,0
3,LU,1150,"Zell (LU)",155,190,35,36,31,155,190,35,36,31,155,225.8318,0,155,225.8318,0
4,UR,1201,"Altdorf (UR)",100,95,115,82,0,100,95,115,82,0,100,95,84.40899999999999,100,95,0
4,UR,1202,Andermatt,100,99,115,100,0,100,99,115,100,0,100,99,101.62,100,99,0
4,UR,1203,Attinghausen,100,97,115,120,0,100,97,115,120,0,100,97,119.8,100,97,0
4,UR,1205,"Bürglen (UR)",100,92,115,106,0,100,92,115,106,0,100,92,106.369,100,92,0
4,UR,1206,Erstfeld,100,103,115,130,0,100,103,115,130,0,100,103,128.965,100,103,0
4,UR,1207,Flüelen,100,93,115,120,0,100,93,115,120,0,100,93,119.63000000000001,100,93,0
4,UR,1209,Gurtnellen,100,110,115,133,0,100,110,115,133,0,100,110,132.37,100,110,0
4,UR,1208,Göschenen,100,108,115,133,0,100,108,115,133,0,100,108,131.65,100,108,0
4,UR,1210,Hospental,100,95,115,148,0,100,95,115,148,0,100,95,146.41600000000003,100,95,0
4,UR,1211,Isenthal,100,117,115,150,0,100,117,115,150,0,100,117,149.475,100,117,0
4,UR,1212,Realp,100,92,115,100,0,100,92,115,100,0,100,92,102.205,100,92,0
4,UR,1213,Schattdorf,100,91,115,92,0,100,91,115,92,0,100,91,92.94300000000001,100,91,0
4,UR,1214,"Seedorf (UR)",100,90,115,100,0,100,90,115,100,0,100,90,100.64500000000001,100,90,0
4,UR,1215,Seelisberg,100,110,115,150,0,100,110,115,150,0,100,110,146.885,100,110,0
4,UR,1216,Silenen,100,105,115,130,0,100,105,115,130,0,100,105,129.745,100,105,0
4,UR,1217,Sisikon,100,116,115,130,0,100,116,115,130,0,100,116,128.8,100,116,0
4,UR,1218,Spiringen,100,110,115,148,0,100,110,115,148,0,100,110,147.34,100,110,0
4,UR,1219,Unterschächen,100,104,115,125,0,100,104,115,125,0,100,104,124.83,100,104,0
4,UR,1220,Wassen,100,108,115,133,0,100,108,115,133,0,100,108,132.45999999999998,100,108,0
5,SZ,1361,Alpthal,115,170,26,25,0,115,170,26,25,0,160,195.14,0,160,195.14,0
5,SZ,1341,Altendorf,115,121,14,15,0,115,121,14,15,0,160,120.77999999999997,0,160,120.77999999999997,0
5,SZ,1362,Arth,115,145,31,27,0,115,145,31,27,0,160,172.52999999999997,0,160,172.52999999999997,0
5,SZ,1301,Einsiedeln,115,190,26,26,0,115,190,26,26,0,160,216,0,160,216,0
5,SZ,1321,Feusisberg,115,74,8,15,0,115,74,8,15,0,160,92.16,0,160,92.16,0
5,SZ,1322,Freienbach,115,64,8,9,0,115,64,8,9,0,160,87.71000000000001,0,160,87.71000000000001,0
5,SZ,1342,Galgenen,115,161,14,16,0,115,161,14,16,0,160,176.62,0,160,176.62,0
5,SZ,1311,Gersau,115,145,25,25,0,115,145,25,25,0,160,170,0,160,170,0
5,SZ,1363,Illgau,115,195,25,32,0,115,195,25,32,0,160,226.93,0,160,226.93,0
5,SZ,1364,Ingenbohl,115,165,25,18,0,115,165,25,18,0,160,183.74,0,160,183.74,0
5,SZ,1343,Innerthal,115,146,14,32,0,115,146,14,32,0,160,175.29000000000002,0,160,175.29000000000002,0
5,SZ,1331,"Küssnacht (SZ)",115,145,16,18,0,115,145,16,18,0,160,162.70999999999998,0,160,162.70999999999998,0
5,SZ,1344,Lachen,115,131,14,12,0,115,131,14,12,0,160,143.45,0,160,143.45,0
5,SZ,1365,Lauerz,115,195,31,29,0,115,195,31,29,0,160,224.2,0,160,224.2,0
5,SZ,1366,Morschach,115,175,25,36,0,115,175,25,36,0,160,209.72000000000003,0,160,209.72000000000003,0
5,SZ,1367,Muotathal,115,150,25,25,0,115,150,25,25,0,160,175,0,160,175,0
5,SZ,1368,Oberiberg,115,125,26,28,0,115,125,26,28,0,160,152.69,0,160,152.69,0
5,SZ,1345,Reichenburg,115,186,14,30,0,115,186,14,30,0,160,212.41000000000003,0,160,212.41000000000003,0
5,SZ,1369,Riemenstalden,115,135,25,26,0,115,135,25,26,0,160,161,0,160,161,0
5,SZ,1370,Rothenthurm,115,155,26,25,0,115,155,26,25,0,160,180.07999999999998,0,160,180.07999999999998,0
5,SZ,1371,Sattel,115,155,31,31,0,115,155,31,31,0,160,186,0,160,186,0
5,SZ,1372,Schwyz,115,175,25,26,0,115,175,25,26,0,160,200.93,0,160,200.93,0
5,SZ,1346,Schübelbach,115,206,14,38,0,115,206,14,38,0,160,169.32999999999998,0,160,169.32999999999998,0
5,SZ,1373,Steinen,115,195,25,29,0,115,195,25,29,0,160,223.62,0,160,223.62,0
5,SZ,1374,Steinerberg,115,155,31,31,0,115,155,31,31,0,160,186,0,160,186,0
5,SZ,1347,Tuggen,115,160,14,25,0,115,160,14,25,0,160,183.14999999999998,0,160,183.14999999999998,0
5,SZ,1375,Unteriberg,115,155,26,30,0,115,155,26,30,0,160,184.62,0,160,184.62,0
5,SZ,1348,Vorderthal,115,171,14,32,0,115,171,14,32,0,160,200.94,0,160,200.94,0
5,SZ,1349,"Wangen (SZ)",115,186,14,30,0,115,186,14,30,0,160,212.7,0,160,212.7,0
5,SZ,1323,Wollerau,115,69,8,8,0,115,69,8,8,0,160,87,0,160,87,0
6,OW,1401,Alpnach,325,485,54,68,0,325,485,54,68,0,100,0,0,100,0,0
6,OW,1402,Engelberg,325,475,0,0,0,325,475,0,0,0,100,0,0,100,0,0
6,OW,1403,Giswil,325,485,54,70,0,325,485,54,70,0,100,0,0,100,0,0
6,OW,1404,Kerns,325,470,54,67,0,325,470,54,67,0,100,0,0,100,0,0
6,OW,1405,Lungern,325,525,54,70,0,325,525,54,70,0,100,0,0,100,0,0
6,OW,1406,Sachseln,325,470,54,68,0,325,470,54,68,0,100,0,0,100,0,0
6,OW,1407,Sarnen,325,386,54,54,0,325,386,54,54,0,100,0,0,100,0,0
7,NW,1501,Beckenried,266,179,26,35,0,266,179,26,35,0,100,0,0,100,0,0
7,NW,1502,Buochs,266,217,26,38,0,266,217,26,38,0,100,0,0,100,0,0
7,NW,1503,Dallenwil,266,240,26,37,0,266,240,26,37,0,100,0,0,100,0,0
7,NW,1504,Emmetten,266,222,26,55,0,266,222,26,55,0,100,0,0,100,0,0
7,NW,1505,Ennetbürgen,266,150,26,36,0,266,150,26,36,0,100,0,0,100,0,0
7,NW,1506,Ennetmoos,266,200,26,43,0,266,200,26,43,0,100,0,0,100,0,0
7,NW,1507,"Hergiswil (NW)",266,134,26,21,0,266,134,26,21,0,100,0,0,100,0,0
7,NW,1508,"Oberdorf (NW)",266,200,26,40,0,266,200,26,40,0,100,0,0,100,0,0
7,NW,1509,Stans,266,235,26,40,0,266,235,26,40,0,100,0,0,100,0,0
7,NW,1510,Stansstad,266,187,26,40,0,266,187,26,40,0,100,0,0,100,0,0
7,NW,1511,Wolfenschiessen,266,250,26,40,0,266,250,26,40,0,100,0,0,100,0,0
8,GL,1632,Glarus,59.7,56,7.5,8,0,59.7,56,7.5,8,0,59.7,56,7.735,59.7,56,7.735
8,GL,1630,"Glarus Nord",59.7,63,8,8,0,59.7,63,8,8,0,59.7,63,8,59.7,63,8
8,GL,1631,"Glarus Süd",59.7,63,11,11,0,59.7,63,11,11,0,59.7,63,11,59.7,63,11
9,ZG,1701,Baar,82,51,7.5,7.2,0,82,51,7.5,7.2,0,82,51,7.259,82,51,7.259
9,ZG,1702,Cham,82,54,7.5,7.2,0,82,54,7.5,7.2,0,82,54,7.268000000000001,82,54,7.268000000000001
9,ZG,1703,Hünenberg,82,54,7.5,7.2,0,82,54,7.5,7.2,0,82,54,7.271000000000001,82,54,7.271000000000001
9,ZG,1704,Menzingen,82,59,7.5,9,0,82,59,7.5,9,0,82,59,8.748,82,59,8.748
9,ZG,1705,Neuheim,82,65,7.5,9.5,0,82,65,7.5,9.5,0,82,65,9.112,82,65,9.112
9,ZG,1706,Oberägeri,82,54,7.5,10,0,82,54,7.5,10,0,82,54,9.548,82,54,9.548
9,ZG,1707,Risch,82,55,7.5,8,0,82,55,7.5,8,0,82,55,7.907,82,55,7.907
9,ZG,1708,Steinhausen,82,54,7.5,9,0,82,54,7.5,9,0,82,54,8.662,82,54,8.662
9,ZG,1709,Unterägeri,82,54,7.5,8,0,82,54,7.5,8,0,82,54,7.893000000000001,82,54,7.893000000000001
9,ZG,1710,Walchwil,82,53,7.5,11,0,82,53,7.5,11,0,82,53,10.227,82,53,10.227
9,ZG,1711,Zug,82,52.11,7.5,7,0,82,52.11,7.5,7,0,82,52.11,7.117000000000001,82,52.11,7.117000000000001
10,FR,2321,Attalens,96,78.5,10,8,0,100,78.5,20,8,0,100,78.5,8.477,100,78.5,8.477
10,FR,2173,Autigny,96,90,9,8,0,100,90,10,8,0,100,90,8.138,100,90,8.138
10,FR,2174,Avry,96,69.1,9,4.5,0,100,69.1,10,15,0,100,69.1,8.25,100,69.1,10
10,FR,2162,Bas-Intyamon,96,83.2,9,9.5,0,100,83.2,20,20,0,100,83.2,9.953000000000001,100,83.2,10.000000000000002
10,FR,2175,Belfaux,96,84,9,8,0,100,84,10,15,0,100,84,8.173,100,84,10
10,FR,2053,Belmont-Broye,96,78,9,7.5,0,100,78,20,7.5,0,100,78,0,100,78,0
10,FR,2063,Billens-Hennens,96,95,10,8,0,100,95,20,8,0,100,100,8.158,100,100,8.158
10,FR,2238,Bois-d'Amont,96,85,9,8,0,100,85,10,8,0,100,85,8.095,100,85,8.095
10,FR,2323,Bossonnens,96,90,10,8,0,100,90,20,8,0,100,90,8.435,100,90,8.435
10,FR,2123,Botterens,96,85,9,10,0,100,85,20,10,0,100,85,9.914,100,85,10
10,FR,2124,Broc,96,92,9,10,0,100,92,20,20,0,100,92,9.951,100,92,10
10,FR,2292,Brünisried,96,89,11.5,12,0,100,89,20,20,0,100,89,10,100,89,10
10,FR,2125,Bulle,96,74.3,9,4,0,100,74.3,20,15,0,100,74.3,4.3500000000000005,100,74.3,10
10,FR,2295,Bösingen,96,76,11.5,11.5,0,100,76,20,17,0,100,76,10,100,76,10
10,FR,2055,Cheyres-Châbles,96,70,9,8.5,0,100,70,20,11,0,100,70,8.699,100,70,10.001000000000001
10,FR,2325,Châtel-Saint-Denis,96,83.6,10,6,0,100,83.6,20,10,0,100,83.6,6.562,100,83.6,10
10,FR,2128,Châtel-sur-Montsalvens,96,79.5,9,8,0,100,79.5,20,8,0,100,79.5,8.129,100,79.5,8.258
10,FR,2008,"Châtillon (FR)",96,65,9,8.5,0,100,65,20,11,0,100,87,8.765,100,87,10
10,FR,2068,Châtonnaye,96,85,10,10,0,100,85,20,10,0,100,85,10,100,85,10
10,FR,2177,Chénens,96,91.7,9,8,0,100,91.7,10,8,0,100,91.7,8.096,100,91.7,8.096
10,FR,2129,Corbières,96,73.5,9,8,0,100,73.5,20,8,0,100,77.2,8.052,100,77.2,8.104000000000001
10,FR,2183,Corminboeuf,96,75,9,8,0,100,75,10,15,0,100,75,8.191,100,75,10
10,FR,2186,"Cottens (FR)",96,80,9,8,0,100,80,10,20,0,100,93,10,100,93,10
10,FR,2250,Courgevaux,96,76,10,8,0,100,76,10,8,0,100,76,9.154,100,76,9.154
10,FR,2254,Courtepin,96,80,11.5,11,0,100,80,11.5,18,0,100,80,10,100,80,10
10,FR,2257,"Cressier (FR)",96,68,11.5,11,0,100,68,11.5,11,0,100,68,10,100,68,10
